"","Post","Average_Severity"
"11827"," im sorry  the spam is absolutely pathetic tonight  ill do better tomorrow  but im feeling kind of down right now remember  if you do not want spam  inbox message me  night everyone send me questions bra okies",0
"11828"," im thinking that a username change might do me good ideas anyone bra kissesall  lol",0
"11829"," im watching  quotthe nannyquot  does frans voice ever annoy you  if you dont know what im talking about  does anyones voice ever annoy you so badly lol lbra fran really annoyes me i watched friends the other day and she was on there she hasnt changed a bit",0
"11830"," im watching toy story i love this movie  whats your favorite disney moviebra finding nemo",0
"11831"," ive answered all my questions now the spamming begins dbra kool ",0
"11832"," ive just gone through my summer cleaning of fs contacts if you are recieving this batch of spam  this means i kept you  lol if not well haha you know what that means how happy are you that youre still on my list lol bra kisses",0
"11833"," iam thinking of disbaling my account bra kool for you",0
"11834"," idk  that would be why i told you to add my myspace  but nooooobra i actually tryed  but it wants your e mail not your last name  and i wasnt comfy asking for it in public you can add me if you want  kalelyahoocom",0
"11835"," if a bfgfcrush really liked an outfit on you that you found to be unappealing and possibly even downright ugly  would you wear it for them anyway why or why notbra i would real love means being to do things that you wouldnt do by your self",0
"11836"," if a cop pulled you over and asked to go through your vehicle and you dont have anything to be ashamed of  would you let them whybra no it violets my th ammendment right",0
"11837"," if a new medicine were developed that would cure alzhiemers but cause a fatal reaction in  of those who took it  would you want it to be released to the publicbra yes thats acceptable losses",0
"11838"," if a random stranger approached you suddenly and blew a huge puff of smoke in your face from their cigarettecigar  how would you reactbra smack that fucker right in the face",1
"11839"," if america got a female president  would the country fall apart whybra nope a female pres can do the same job as a man",0
"11840"," if cheating was looked upon as okay  and everyone did it when they wanted and it never hurt anyoneus feelings  would you cheat on your bfgf if youure single  would you cheat on your future bfgfbra if everyone did it  and it was acceptable  then it wouldnt be cheating thats called swinging",0
"11841"," if drugs were legal  do you think youud be more likely to consume them why or why not if you smokedrink  and if cigarettesalcohol were made illegal  would you still try to obtain them illegallybra i quit doing drugs because i got too self destructive  so no i wouldnt if booze were illegal   i would still drink",0
"11842"," if getting a new phone number was not an option  and someone was callingtexting you repeatedly  basically harassing you  what would you dobra block that person",0
"11843"," if given the chance to  would you change the constitution if you would  what would you changebra nope  leave it as is",0
"11844"," if i crawled into bed with u  would u freak out  or cuddle with me bra i dont knowhow old are you  lol",0
"11845"," if i were to run into your family while they were having a family reunion what would be my first impressionbra loud  drunk  and very loving",0
"11846"," if i were to tell you i was expecting a childmetaphorically speaking what  would you tell mebra congrats  ",0
"11847"," if i were trapped in your mind for a day  what would i seefeelbra anger  frustration  and very very horny",0
"11848"," if i were you for a day  what would i think about your lifebra you wouldnt like it trust me",0
"11849"," if it was legal to have any animal as a pet  which animal would you choose bra a lion",0
"11850"," if love is blind  why is lingerie so popular bra ha ha ha ha ha ha because seeing a woman in ligerie is so hot  ",0
"11851"," if money was not an option and you could live anywhere in the world for as long as you wanted with whomever you wanted  where would you choose  who would you choose and whybra denmark and my ex wife",0
